Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2022-2023,Gujarat,Pharmacy,UG,1-10967995478,KALOL INSTITUTE OF PHARMACY,"B/H OLD JANPATH HOTEL, KALOL-MEHSANA HIGHWAY, DIST: GANDHINAGAR",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10968167017,SMT. B.N.B SWAMINARAYAN PHARMACY COLLEGE,"SMT. B.N.B. SWAMINARAYAN PHARMACY COLLEGE, NH NO. 8 SALVAV, TAL PARDI, DIST VALSAD",VALSAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10968169723,SHREE NARANJIBHAI LALBHAI PATEL COLLEGE OF PHARMACY,"VIDYABHARTI CAMPUS, BARDOLI - MOTA ROAD, UMRAKH,",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10968170954,"B. PHARMACY COLLEGE, NAVALGADH",AT&PO: NAVALGADH TA: DHANGADRA DIS: SURENDRANAGAR,SURENDRANAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10968827464,"SAURASHTRA UNIVERSITY, DEPARTMENT OF PHARMCEUTICAL SCIENCES","DEPARETMNET OF PHARMACEUTICAL SCIENCES, UNIVERSITY ROAD, SAURASHTRA UNIVERSITY CAMPUS, RAJKOT - 360005 GUJARAT",RAJKOT,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969255990,GOVERNMENT PHARMACY COLLEGE GANDHINAGAR,"GOVERNMENT PHARMACY COLLEGE GANDHINAGAR, GOVERNMENT POLYTECHNIC CAMPUS, SECTOR 26, K6 TATA CHOKDI, GANDHINAGAR, GUJARAT, 382025",GANDHINAGAR,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969523806,GOVERNMENT PHARMACY COLLEGE SURAT,"DR S AND S S GHANDHY COLLEGE OF ENGINEERING AND TECHNOLOGY CAMPUS, RING ROAD, MAJURA GATE, SURAT, GUJARAT 395008",SURAT,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969607465,ATMIYA UNIVERSITY,"""YOGIDHAM GURUKUL"", KALAWAD ROAD",RAJKOT,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969658543,GYANMANJARI INSTITUTE OF TECHNOLOGY,"SURVEY NO.30, T.P. NO. 06, P.NO. 39, F.P NO. 39, AT SIDSAR, BHAVNAGAR â 364060, GUJARAT, INDIA",BHAVNAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969862187,MALIBA PHARMACY COLLEGE,"MALIBA CAMPUS,GOPAL VIDYANAGAR,BARDOLI-MAHUVA ROAD, DIST - SURAT, GUJARAT",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969877970,K.B.INTITUTE OF PHARMACEUTICAL EDUCTION AND RESEARCH,"GH/6, SECTOR-23, KADI CAMPUS, GANDHINAGAR- 382 023, GUJARAT",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10969935344,SIGMA INSTITUTE OF PHARMACY,"AT-POST: BAKROL, AJWA-NIMETA ROAD, NEAR MADHAV NAGAR TA-WAGHODIYA, DIST-BARODA",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10970136486,NOOTAN PHARMACY COLLEGE,"S.P. SAHAKAR VIDYADHAM, AMBAJI-GANDHINAGAR HWY, KAMANA CROSSING, VISNAGAR-384315 DIST.-MEHSANA, NORTH GUJARAT",MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10970146265,L J INSTITUTE OF PHARMACY,"NR.NAGDEV KALYAN TEMPLE, SANAND-SARKHEJ CROSS ROAD,AHMEDABAD.",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10970383298,RAMANBHAI PATEL COLLEGE OF PHARMACY,"CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY EDUCATION CAMPUS AT& PO - CHANGA â 388421 TA: PETLAD, DIST: ANAND, GUJARAT.",ANAND,State Private University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10970420969,KRISHNA SCHOOL OF PHARMACY & RESEARCH,VADODARA MUMBAI NH#8 VARNAMA,VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10970504519,SHRI SARVAJANIK PHARMACY COLLEGE,"NEAR ARVIND BAUG, MEHSANA-384001 (GUJARAT)",MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973123452,SHREE DHANVANTARY PHARMACY COLLEGE,"NEAR RAILWAY STATION, KUDSAD ROAD KIM (EAST), TA-OLPAD, DI-SURAT",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973419079,B.K.MODY GOVT.PHARMACY COLLEGE,"POLYTECHNIC CAMPUS, NEAR AJI DAM BHAVNAGAR ROAD",RAJKOT,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973427637,ANAND PHARMACY COLLEGE,OPP. TOWN HALL ANAND.388001 GUJARAT INDIA,ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973449681,VEERAYATAN INSTITUTE OF PHARMACY,"VILLAGE-JAKHNIYA, POST-TALWANA, BHUJ-MANDVI ROAD, KUTCH, GUJARAT-370460, INDIA",KUTCH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973470058,SHANKERSINH VAGHELA BAPU TECHNICAL CAMPUS,GANDHINAGAR MANSA HIGHWAY ROAD NR. RANDHEJA RLY CROSSING,GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973477328,"FACULTY OF PHARMACY, DHARMSINH DESAI UNIVERSITY","COLLEGE ROAD,",KHEDA,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973658212,SARASWATI INSTITUTE OF PHARMACEUTICAL SCIENCES,"AT & POST : DHANAP,TA.& DISTRICT: GANDHINAGAR,",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973785372,"""SHRI SATSANGI SAKETDHAM 'RAM ASHRAM' GROUP OF INSTITUTIONS""",AT. & PO. VADASMA,MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10973859751,"B. PHARMACY COLLEGE, RAMPURA-KAKANPUR","AT.RAMPURA, POST. KAKANPUR TA. GODHRA, DIST. PANCHMAHALS GUJARAT. PINCODE-389713",PANCHMAHAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974135938,L. M. COLLEGE OF PHARMACY,"P.O BOX NO: 4011, NAVRANGPURA AHMEDABAD",AHMEDABAD,Govt aided,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974217883,N. R. VEKARIA INSTITUTE OF PHARMACY,"COMMERCE LAW COLLEGE CAMPUS, BILKHA ROAD, JUNAGADH - 362 001 (GUJARAT)",JUNAGADH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974316725,SHREE S.K.PATEL COLLEGE OF PHARMACEUTICAL EDUCATION & RESEARCH,"GANPAT UNIVERSITY, GANPAT VIDYANAGAR, MEHSANA - GOZARIA HIGHWAY, AT:KHERVA, TA. & DIST: MEHSANA (NORTH GUJARAT)",MEHSANA,State Private University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974442211,SMT. NILABEN MANUBHAI PADALIA PHARMACY COLLEGE,"SAURASHTRA NATIONAL HIGHWAY ROAD, NERA ""AUDA"" RING ROAD, OPP. RAMDEVPIR MANDIR, NAVAPURA, TA. SANAND, DIST. AHMEDABAD",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974657146,C. K. PITHAWALLA INSTITUTE OF PHARMACEUTICAL SCIENCE & RESEARCH,"NEAR MALVAN TEMPLE, VIA MAGDALLA PORT, B/H. GAVIER VILLAGE, DUMAS ROAD, SURAT-395009 GUJARAT, INDIA",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974673159,"SAT KAIVAL COLLEGE OF PHARMACY,SARSA","PARAMGURUPATHSHALA COMPLEX, SARSA CROSS ROAD, TEHSIL:ANAND, DISTRICT: ANAND, GUJARAT-388365,INDIA",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974721958,PIONEER PHARMACY COLLEGE,"AT-SAYAJIPYRA AJWA-NIMETA ROAD NR-N.H.8, VADODARA",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974726824,A.R.COLLEGE OF PHARMACY & G.H.PATEL INSTITUTE OF PHARMACY,POST BOX NO- 19 MOTA BAZAR VALLABH VIDYANGAR,ANAND,Govt aided,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974740545,L B RAO INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"B D RAO COLLEGE CAMPUS, B D RAO COLLEGE CAMPUS ROAD, KHAMBHAT",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974793160,"INDUBHAI PATEL COLLEGE OF PHARMACY AND RESEARCH CENTRE, DHARMAJ","AMRAPALI TOWNSHIP, PETLAD-KHAMBHAT ROAD, DHARMAJ-388430 TA: PETLAD, DIST: ANAND, GUJARAT",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10974803029,BHAGWAN MAHAVIR COLLEGE OF PHARMACY,"SR. NO.149, BMEF CAMPUS, NEW CITY LIGHT ROAD, NR. ASHIRWAD VILLA, B/H. HEENA BUNGLOWS, BHARTHANA-VESU, SURAT-395017.",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975087404,PARUL INSTITUTE OF PHARMACY AND RESEARCH,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA - 391760, GUJARAT STATE",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975494515,SHIVAM PHARMACEUTICAL STUDIES & RESEARCH CENTRE,"OPP. SWAMINARAYAN VIDYAPITH, ANAND-SOJITRA ROAD",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975546894,SARDAR PATEL COLLEGE OF PHARMACY,"NEAR PARTH TOWNSHIP, VIDYANAGAR - VADTAL ROAD, BAKROL-388315.",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975593956,SAL INSTITUTE OF PHARMACY,"OPP. SCIENCE CITY, VILLAGE : BHADAJ",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975631193,PARUL INSTITUTE OF PHARMACY,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA-391760, GUJARAT STATE",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975960412,INDUKAKA IPCOWALA COLLEGE OF PHARMACY,"NEW VALLABH VIDYANAGAR BEYOND GIDC PHASE - IV, POST BOX NO. 53, POST OFFICE - VITHAL UDYOGNAGAR",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975982470,FACULTY OF PHARMACY,"FACULTY OF PHARMACY, KALABHAVAN CAMPUS,THE M. S. UNIVERSITY OF BARODA, DANDIA BAZAR, VADODARA-390001",VADODARA,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10975997802,DR. SUBHASH TECHNICAL CAMPUS,KHAMDHROL ROAD,JUNAGADH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10976188900,NOBLE GROUP OF INSTITUTIONS,"""PARTH - VATIKA"", JUNAGADH - BHESAN ROAD, VIA - VADAL , NR. BAMANGAM, DIST. - JUNAGADH.",JUNAGADH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,UG,1-10981146541,POST GRADUATE DEPARTMENT OF PHARMACEUTICAL SCIENCES,"FIRST FLOOR, OLD BIOSCIENCE BUILDING, NEAR UNIVERSITY ADMINISTRATIVE BUILDING, SARDAR PATEL UNIVERSITY",ANAND,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10967995478,KALOL INSTITUTE OF PHARMACY,"B/H OLD JANPATH HOTEL, KALOL-MEHSANA HIGHWAY, DIST: GANDHINAGAR",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10968167017,SMT. B.N.B SWAMINARAYAN PHARMACY COLLEGE,"SMT. B.N.B. SWAMINARAYAN PHARMACY COLLEGE, NH NO. 8 SALVAV, TAL PARDI, DIST VALSAD",VALSAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10968169723,SHREE NARANJIBHAI LALBHAI PATEL COLLEGE OF PHARMACY,"VIDYABHARTI CAMPUS, BARDOLI - MOTA ROAD, UMRAKH,",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10968827464,"SAURASHTRA UNIVERSITY, DEPARTMENT OF PHARMCEUTICAL SCIENCES","DEPARETMNET OF PHARMACEUTICAL SCIENCES, UNIVERSITY ROAD, SAURASHTRA UNIVERSITY CAMPUS, RAJKOT - 360005 GUJARAT",RAJKOT,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10969607465,ATMIYA UNIVERSITY,"""YOGIDHAM GURUKUL"", KALAWAD ROAD",RAJKOT,Deemed to be University(Pvt),N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10969862187,MALIBA PHARMACY COLLEGE,"MALIBA CAMPUS,GOPAL VIDYANAGAR,BARDOLI-MAHUVA ROAD, DIST - SURAT, GUJARAT",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10969877970,K.B.INTITUTE OF PHARMACEUTICAL EDUCTION AND RESEARCH,"GH/6, SECTOR-23, KADI CAMPUS, GANDHINAGAR- 382 023, GUJARAT",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10969935344,SIGMA INSTITUTE OF PHARMACY,"AT-POST: BAKROL, AJWA-NIMETA ROAD, NEAR MADHAV NAGAR TA-WAGHODIYA, DIST-BARODA",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10970136486,NOOTAN PHARMACY COLLEGE,"S.P. SAHAKAR VIDYADHAM, AMBAJI-GANDHINAGAR HWY, KAMANA CROSSING, VISNAGAR-384315 DIST.-MEHSANA, NORTH GUJARAT",MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10970146265,L J INSTITUTE OF PHARMACY,"NR.NAGDEV KALYAN TEMPLE, SANAND-SARKHEJ CROSS ROAD,AHMEDABAD.",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10970383298,RAMANBHAI PATEL COLLEGE OF PHARMACY,"CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY EDUCATION CAMPUS AT& PO - CHANGA â 388421 TA: PETLAD, DIST: ANAND, GUJARAT.",ANAND,State Private University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10970420969,KRISHNA SCHOOL OF PHARMACY & RESEARCH,VADODARA MUMBAI NH#8 VARNAMA,VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10970504519,SHRI SARVAJANIK PHARMACY COLLEGE,"NEAR ARVIND BAUG, MEHSANA-384001 (GUJARAT)",MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973123452,SHREE DHANVANTARY PHARMACY COLLEGE,"NEAR RAILWAY STATION, KUDSAD ROAD KIM (EAST), TA-OLPAD, DI-SURAT",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973419079,B.K.MODY GOVT.PHARMACY COLLEGE,"POLYTECHNIC CAMPUS, NEAR AJI DAM BHAVNAGAR ROAD",RAJKOT,Government,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973427637,ANAND PHARMACY COLLEGE,OPP. TOWN HALL ANAND.388001 GUJARAT INDIA,ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973449681,VEERAYATAN INSTITUTE OF PHARMACY,"VILLAGE-JAKHNIYA, POST-TALWANA, BHUJ-MANDVI ROAD, KUTCH, GUJARAT-370460, INDIA",KUTCH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973470058,SHANKERSINH VAGHELA BAPU TECHNICAL CAMPUS,GANDHINAGAR MANSA HIGHWAY ROAD NR. RANDHEJA RLY CROSSING,GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973477328,"FACULTY OF PHARMACY, DHARMSINH DESAI UNIVERSITY","COLLEGE ROAD,",KHEDA,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973658212,SARASWATI INSTITUTE OF PHARMACEUTICAL SCIENCES,"AT & POST : DHANAP,TA.& DISTRICT: GANDHINAGAR,",GANDHINAGAR,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10973785372,"""SHRI SATSANGI SAKETDHAM 'RAM ASHRAM' GROUP OF INSTITUTIONS""",AT. & PO. VADASMA,MEHSANA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974135938,L. M. COLLEGE OF PHARMACY,"P.O BOX NO: 4011, NAVRANGPURA AHMEDABAD",AHMEDABAD,Govt aided,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974137790,GUJARAT TECHNOLOGICAL UNIVERSITY - GRADUATE SCHOOL OF PHARMACY,"SABARMATI KOBA HIGHWAY, NEAR VISAT THREE ROADS, CHANDKHEDA",AHMEDABAD,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974217883,N. R. VEKARIA INSTITUTE OF PHARMACY,"COMMERCE LAW COLLEGE CAMPUS, BILKHA ROAD, JUNAGADH - 362 001 (GUJARAT)",JUNAGADH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974316725,SHREE S.K.PATEL COLLEGE OF PHARMACEUTICAL EDUCATION & RESEARCH,"GANPAT UNIVERSITY, GANPAT VIDYANAGAR, MEHSANA - GOZARIA HIGHWAY, AT:KHERVA, TA. & DIST: MEHSANA (NORTH GUJARAT)",MEHSANA,State Private University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974442211,SMT. NILABEN MANUBHAI PADALIA PHARMACY COLLEGE,"SAURASHTRA NATIONAL HIGHWAY ROAD, NERA ""AUDA"" RING ROAD, OPP. RAMDEVPIR MANDIR, NAVAPURA, TA. SANAND, DIST. AHMEDABAD",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974673159,"SAT KAIVAL COLLEGE OF PHARMACY,SARSA","PARAMGURUPATHSHALA COMPLEX, SARSA CROSS ROAD, TEHSIL:ANAND, DISTRICT: ANAND, GUJARAT-388365,INDIA",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974721958,PIONEER PHARMACY COLLEGE,"AT-SAYAJIPYRA AJWA-NIMETA ROAD NR-N.H.8, VADODARA",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974726824,A.R.COLLEGE OF PHARMACY & G.H.PATEL INSTITUTE OF PHARMACY,POST BOX NO- 19 MOTA BAZAR VALLABH VIDYANGAR,ANAND,Govt aided,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974793160,"INDUBHAI PATEL COLLEGE OF PHARMACY AND RESEARCH CENTRE, DHARMAJ","AMRAPALI TOWNSHIP, PETLAD-KHAMBHAT ROAD, DHARMAJ-388430 TA: PETLAD, DIST: ANAND, GUJARAT",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10974803029,BHAGWAN MAHAVIR COLLEGE OF PHARMACY,"SR. NO.149, BMEF CAMPUS, NEW CITY LIGHT ROAD, NR. ASHIRWAD VILLA, B/H. HEENA BUNGLOWS, BHARTHANA-VESU, SURAT-395017.",SURAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975087404,PARUL INSTITUTE OF PHARMACY AND RESEARCH,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA - 391760, GUJARAT STATE",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975494515,SHIVAM PHARMACEUTICAL STUDIES & RESEARCH CENTRE,"OPP. SWAMINARAYAN VIDYAPITH, ANAND-SOJITRA ROAD",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975546894,SARDAR PATEL COLLEGE OF PHARMACY,"NEAR PARTH TOWNSHIP, VIDYANAGAR - VADTAL ROAD, BAKROL-388315.",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975593956,SAL INSTITUTE OF PHARMACY,"OPP. SCIENCE CITY, VILLAGE : BHADAJ",AHMEDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975631193,PARUL INSTITUTE OF PHARMACY,"P.O. LIMDA, TAL. WAGHODIA, DIST. VADODARA-391760, GUJARAT STATE",VADODARA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975960412,INDUKAKA IPCOWALA COLLEGE OF PHARMACY,"NEW VALLABH VIDYANAGAR BEYOND GIDC PHASE - IV, POST BOX NO. 53, POST OFFICE - VITHAL UDYOGNAGAR",ANAND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10975982470,FACULTY OF PHARMACY,"FACULTY OF PHARMACY, KALABHAVAN CAMPUS,THE M. S. UNIVERSITY OF BARODA, DANDIA BAZAR, VADODARA-390001",VADODARA,State Government University,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10976188900,NOBLE GROUP OF INSTITUTIONS,"""PARTH - VATIKA"", JUNAGADH - BHESAN ROAD, VIA - VADAL , NR. BAMANGAM, DIST. - JUNAGADH.",JUNAGADH,Private-Self Financing,N,N,Click Here,NA
2022-2023,Gujarat,Pharmacy,PG,1-10981146541,POST GRADUATE DEPARTMENT OF PHARMACEUTICAL SCIENCES,"FIRST FLOOR, OLD BIOSCIENCE BUILDING, NEAR UNIVERSITY ADMINISTRATIVE BUILDING, SARDAR PATEL UNIVERSITY",ANAND,State Government University,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10969277374,INSTITUTE OF PHARMACEUTICAL SCIENCES,"KURUKSHETRA UNIVERSITY, KURUKSHETRA-136119, HARYANA",KURUKSHETRA,Government,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10969919722,INDIRA GANDHI UNIVERSITY MEERPUR,INDIRA GANDHI UNIVERSITY MEERPUR REWARI,REWARI,State Government University,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10969978676,"JAN NAYAK CH. DEVI LAL MEMORIAL COLLEGE OF PHARMACY, SIRSA","POST BOX NO. 81, BARNALA ROAD, SIRSA",SIRSA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10970327734,RAJENDRA INSTITUTE OF TECHNOLOGY & SCIENCES,"4TH MILESTONE, NEAR PETROL PUMP HISAR ROAD, SIRSA-125055, HARYANA",SIRSA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10973214871,BHARAT INSTITUTE OF PHARMACY SONEPAT,"SONEPAT-GOHANA STATE HIGHWAY, NEAR MOHANA POLICE STATION SONEPAT (HR)",SONEPAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10973833679,R.P. EDUCATIONAL TRUST GROUP OF INSTITUTIONS,"G.T. ROAD, BASTARA,KARNAL",KARNAL,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10973932006,"LORD SHIVA COLLEGE OF PHARMACY, SIRSA","NEAR CIVIL HOSPITAL, POST BOX NO.63, SIRSA-125055 (HARYANA)",SIRSA,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10974595531,"JANTA COLLEGE OF PHARMACY, BUTANA (SONEPAT)","JANTA COLLEGE OF PHARMACY BUTANA, TEHSIL GOHANA, DISTRICT SONEPAT",SONEPAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10974860573,P.D.MEMORIAL SCHOOL OF PHARMACY,"VILLAGE-KARSINDHU, SAFIDON, DISTT. JIND (HARYANA)",JIND,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10974947874,"COLLEGE OF PHARMACY, PT. B.D. SHARMA UNIVERSITY OF HEALTH SCIENCES, ROHTAK","COLLEGE OF PHARMACY, PT. B.D. SHARMA UNIVERSITY OF HEALTH SCIENCES, ROHTAK-124001 (HARYANA).",ROHTAK,State Government University,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10975020999,PT L R COLLEGE OF PHARMACY,"VILL. KABOOLPUR BANGAR, TEHSIL - BALLABHGARH,FARIDABAD,HARYANA",FARIDABAD,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10975685287,HINDU COLLEGE OF PHARMACY,"NEAR PANCHAYAT BHAWAN, GOHANA ROAD, SONEPAT",SONEPAT,Private-Self Financing,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10975826566,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHARSHI DAYANAND UNIVERSITY, ROHTAK.","DEPARTMENT OF PHARMACEUTICAL SCIENCES MAHARSHI DAYANAND UNIVERSITY, ROHTAK, HARYANA - 124 001.",ROHTAK,Government,N,N,Click Here,NA
2022-2023,Haryana,Pharmacy,UG,1-10975827826,LALA BIRKHA RAM COLLEGE OF PHARMACY,"VILL-GOLPURA, TEHSIL-BARWALA",PANCHKULA,Private-Self Financing,N,N,Click Here,NA
